"Sample","Riqueza","Acidimicrobiia","Acidobacteriae","Actinobacteria","AD3","Alphaproteobacteria","Anaerolineae","Babeliae","Bacilli","bacteriap25","Bacteroidia","Bdellovibrionia","Blastocatellia","Chitinivibrionia","Chlamydiae","Chloroflexia","Chthonomonadetes","Clostridia","Cyanobacteriia","Dehalococcoidia","Elusimicrobia","Entotheonellia","FFCH5909","Fimbriimonadia","Gammaproteobacteria","Gemmatimonadetes","Gitt.GS.136","Holophagae","Ignavibacteria","JG30.KF.CM66","Kapabacteria","KD4.96","Ktedonobacteria","Limnochordia","Lineage.IIa","Lineage.IIb","Lineage.IIc","Longimicrobia","MB.A2.108","Methylomirabilia","Myxococcia","Nitrososphaeria","Nitrospiria","Oligoflexia","Parcubacteria","Phycisphaerae","Pla4.lineage","Planctomycetes","Polyangia","Saccharimonadia","Sericytochromatia","Spirochaetia","Subgroup.5","Syntrophobacteria","Thermoanaerobaculia","Thermoleophilia","Thermoplasmata","TK10","Unclassified.Class.in.Chloroflexi","Unclassified.Class.in.Cyanobacteria","Unclassified.Class.in.Desulfobacterota","Unclassified.Class.in.FCPU426","Unclassified.Class.in.Firmicutes","Unclassified.Class.in.GAL15","Unclassified.Class.in.Latescibacterota","Unclassified.Class.in.Margulisbacteria","Unclassified.Class.in.Myxococcota","Unclassified.Class.in.NB1.j","Unclassified.Class.in.Patescibacteria","Unclassified.Class.in.Proteobacteria","Unclassified.Class.in.RCP2.54","Unclassified.Class.in.SAR324.clade.Marine.group.B.","Unclassified.Class.in.TX1A.33","Unclassified.Class.in.WPS.2","Vampirivibrionia","Verrucomicrobiae","Vicinamibacteria"
67,"mono",0.0170765853742849,0.376946609744715,0.0897298511848177,0.0535803792108129,0.201073335983546,0.000362963859170023,0.00235062308795824,0.0202914081269336,0,0.00636915152876921,0,0.00210864718184489,0,0,0.000345679865876212,0,0.000630865755224087,7.77779698221477e-05,0.000337037869229307,0,0,0,0.000449383825639076,0.0375235494408628,0.00662841142817637,0,0.00170247333944034,0,0.000967903624453394,0.000155555939644295,0.000613581761930276,0.020256840140346,0,0,0,0,0,0.00014691394299739,0.00084691567139672,0.0189691826399571,0,0.000216049916172633,0,0,0,0,0.00232469709801753,0.0113987935772681,0.00127901550374198,0,0,0.00819261282126623,0,0.00058765577198956,0.0387766389546641,6.04939765283371e-05,0.0132827488462934,0,0,0.000354321862523117,5.18519798814318e-05,0,0.00199630122543512,0.000267901896054064,0,0,0.000207407919525727,0,0,0.00437285030333408,0,0,0.0159790518001279,0.000354321862523117,0.0296679744888259,0.0110876816979795
70,"tri",0.0128127767285494,0.422947017013173,0.0692125040162374,0.0648945590759128,0.193210403817972,0.000634761415909786,0.000470193641414656,0.0122015249947103,0,0.0039652997092636,0.00016456777449513,0.00339323077887577,0,0.000117548410353664,0,0,0.000391828034512213,0.000148894653114641,0,0,0.000376154913131725,0,0.000360481791751236,0.0406952596644385,0.00411419436237824,0,0.000775819508334182,0,0,0,0,0.0260800739771329,0,0,0,0,0,0,0.00166135086633178,0.0257587749888329,0.000352645231060992,0.000148894653114641,0,0,0.000141058092424397,0,0.00296221994091233,0.0105715203711395,0.000572068930387831,0,0,0.00597929580665637,0,0.000415337716582946,0.0283526765773038,0.000172404335185374,0.010524501006998,0.00122250346767811,0.000258606502778061,0.000282116184848794,0.000235096820707328,0,0.00357347167475138,0,0,0,0.000869858236617113,0,0,0.0067629518756808,0,0,0.016331392478469,0.000266443063468305,0.0200302491242643,0.00558746777214416
73,"mono",0.0179075546073087,0.355438614750153,0.0880611966123304,0.0489481832255714,0.212431862828002,0.000409798743283854,2.60189678275463e-05,0.0125086187830929,0,0.006537265666671,0.000123590097180845,0.000656978937645544,0,0,0.000299218130016782,0,0.000357760807628761,3.90284517413194e-05,0,0,0.000156113806965278,0,0.000617950485904224,0.066289825282631,0.00496311811310445,0,0.000865130680265914,0,0,5.20379356550926e-05,0,0.0225584451064826,0,0.000286208646103009,0,0,0,0,0.00109930139071383,0.0158325419230619,0,0,0,0,0,0,0.00322635201061574,0.0159626367621996,0.000513874614594039,0,0,0.00450128143416551,0,0,0.042261308493892,0.00020815174262037,0.0160732173754667,0.00207501268424682,0,0.000266694420232349,0.000448827195025173,0,0.00267995368623727,0,0,0,0.000487855646766493,0,0,0.00451429091807928,0,0,0.0211859445535796,0.000624455227861111,0.0222462174925521,0.00625756176252488
76,"mono",0.0235118288193052,0.321127838734371,0.0765865927897058,0.0785276856340903,0.228939598294025,0.000145809791127474,0,0.0194564940035723,0,0.00297998760616775,0,0.00138519301571101,0,0,0,0,0.000592352276455364,0,0.00012758356723654,0,0.000236940910582146,0,0.000309845806145883,0.0382112783873437,0.00473881821164291,0,0.00174060438158422,0,0.000965989866219517,0,0.000419203149491488,0.02565341012649,2.73393358364014e-05,0,0,0,0,0.00019137535085481,0.00105712098567419,0.0142437939707651,0.000109357343345606,0,0,0,0,0,0.00312579739729523,0.00888528414683046,0.000856632522873911,0,0,0.00594174898844457,0,0.000747275179528305,0.0430412277184413,0.000209601574745744,0.0157747967776036,0.00275215980753108,0.000200488462800277,0.000246054022527613,0.00012758356723654,0,0.00404622170378741,0.000209601574745744,0,0,0.000428316261436956,0,0,0.00527649181642547,0,0,0.0251795283053257,0,0.0324517916378085,0.00921335617686728
79,"tri",0.0190937612340273,0.358099937906468,0.0809585280564724,0.0511781430765711,0.253782803359587,0,0,0.0211199712408902,0,0.00138076407725743,0,0.000367659073825942,0,0,0.00030229746070133,0,0.000686296937808425,0,0,0,0,0,0,0.0384326285172718,0.00609497042387006,0,0.00102127520507206,0,0.000915062583744567,0,0,0.0273048138828066,0,0.000694467139449002,3.2680806562306e-05,0,0,0,0.000457531291872283,0.00589888558449623,9.80424196869179e-05,0,0.000261446452498448,0,0,0.000114382822968071,0,0.010899048988529,0.00102944540671264,0,0,0.00700186280597405,0,0.000383999477107095,0.0391597764632831,0.000245106049217295,0.0166835517500572,0.00142161508546031,0.000196084839373836,0.000196084839373836,0.000457531291872283,0,0.00245106049217295,0,0,0,0,0,0,0.00310467662341907,0,0,0.0208421843851106,0.000531063106637472,0.0189875486126998,0.00811301022909245
82,"hexa",0.0160655840886203,0.389366188318228,0.077212361530715,0.0178279204431017,0.19173275427996,0.000550730110775428,0,0.0360806898288016,0,0.00822948136958711,0,0.000188821752265861,0,0,0,4.72054380664653e-05,0.00195115810674723,0,7.86757301107754e-05,0,0,0,0.00102278449144008,0.0391333081570997,0.00390231621349446,0,0,0,0.000692346424974824,0.000361908358509567,0,0.0342554128902316,0,0,0,0,0,0,0,0.00810360020140987,0,0,0.000739551863041289,0,0.000582200402819738,0,0.00547583081570997,0.00926800100704935,0.0017151309164149,0.000409113796576032,0,0.00986593655589124,0,0,0.060470166163142,0,0.0120059164149043,0.00105425478348439,0,0,0,0,0,0,0,0,0,0,0,0.00497230614300101,0,0,0.0228474320241692,0.000472054380664653,0.0362537764350453,0.00706508056394763
85,"hexa",0.0162112880708852,0.360537337246075,0.0774523490697741,0.0152995811846491,0.17536112139947,0,0.000199435881364141,0.0430781503746545,0,0.0118664349411664,0,0.00108265192740534,0,0,0.000470098863215476,0,0.00180916835237471,0,0,0,0,0,0.0010684065073079,0.0457135530926807,0.00405994472777002,0,0.00142454200974387,0,0.00064104390438474,0,0,0.039944157953218,0,0,0,0,0,0,0,0.00980084902703781,0.000113963360779509,0,0.00101142482691815,0,0.000527080543605231,0.000142454200974387,0.00675232912618593,0.00824809823641699,0.00215105843471324,0.000398871762728283,0,0.0106270833926892,0,0,0.0697740676372546,0.000142454200974387,0.0145588193395823,0,0,0,0.000398871762728283,0,0.00156699621071825,0,0,0,0,0,0,0.00572665887917035,0,0,0.021952192370153,0,0.0402860480355566,0.00960141314567367
88,"tri",0.0190810127614466,0.368932197170465,0.0652668487788967,0.0814286296734211,0.216879357442818,0.000326171158315326,4.89256737472989e-05,0.0139845884127696,0,0.00181840420760794,0,0.00100297631181963,0,0.000277245484568027,0.00015493130019978,0,0.000611570921841236,0,0,0,0,0,0.000195702694989196,0.0449300770579362,0.00405267664206792,0,0.000839890732661964,0,0.000521873853304522,0,0,0.0218126962123374,0,0.000603416642883353,0,0,0,0.000203856973947079,0.000668650874546418,0.0173196885065438,0.000179394137073429,0,7.33885106209483e-05,0,0,0.00015493130019978,0.003000774656501,0.00797488482080972,0.00132099319117707,0,0,0.00563460675989726,0,0.000627879479757002,0.0310107228768296,0.000244628368736494,0.0123700411791087,0.00368573408896318,0,0.000301708321441677,0,0,0.00548782973865536,0,0,0,0.000424022505809924,0,0,0.0043054592897623,0,0,0.02777347413055,0.000252782647694378,0.0272352917193297,0.00698006278794798
91,"alt_div",0.0145921923895999,0.403096475550717,0.0718995870909427,0.0420099016002794,0.224956689058252,0,8.21709566753631e-05,0.0385313311010223,0,0.00308141087532612,0,0.00102713695844204,0,0,0,0,0.00147222964043359,0,0,0,0,0,0.00017803707279662,0.0312660490149757,0.00335531406424399,0,0.000164341913350726,0,0.000465635421160391,0,4.10854783376815e-05,0.0307661756952005,0,0,0,0,0,0,0.000582044276450489,0.00831980936338051,6.16282175065223e-05,3.42378986147346e-05,0.000123256435013045,0,0,0,0.00336900922368989,0.00458787841437444,0,0,0,0.0102371316858057,0,0,0.0339160623677561,0.000130104014735992,0.0114628484562132,0.00195840780076282,0.000150646753904832,0,0,0,0.00256099481638215,0,0,0,0,0,0,0.00454679293603676,0,0,0.0149756568540849,0,0.0303758636509926,0.00562186295253942
94,"mono",0.0218477496817828,0.367840112468416,0.104679218040542,0.0236715618291316,0.183027148203735,0.000170982388813952,0,0.0327336284362711,0,0.00645933468852708,0,0.00108288846248836,0,0,0.000569941296046507,0,0.000284970648023254,0.000398958907232555,0,0,0.000189980432015502,0,0,0.0465452058437981,0.00541444231244182,0,0.00123487280810077,0,0.000531945209643407,0,0,0.0235005794403176,0,0,0,0,0,0,0.000569941296046507,0.0136595930619146,0,0,0,0,0.000360962820829455,0,0.00155783954252712,0.0127476869882402,0.00159583562893022,0,0,0.00689628968216274,0,0.000265972604821703,0.066189182514201,0,0.0117787867849611,0,0,0,0,0,0.00178581606094572,0,0,0,0,0,0,0.00469251667078291,0,0,0.0256093622356897,0,0.0246974561620153,0.00740923684860459
97,"hexa",0.0222688334346147,0.343716307607865,0.0970536921961069,0.0265226510889381,0.183208201830906,0.000156822770666301,0,0.0377158763452453,0,0.0101738772469763,0,0.000784113853331504,0.000509674004665477,0,0.000666496775331778,0,0.0023719444063278,0.000254837002332739,0,0,0.000254837002332739,0,0.000470468311998902,0.0508693862348813,0.00664536490698449,0,0.00131339070433027,0,0,0,0,0.0299727520435967,0,0.000686099621665066,0,0,0,0,0.000627291082665203,0.0129770842726364,0,0,0,0,0.00056848254366534,0,0.00133299355066356,0.0149765745986317,0.00188187324799561,0.000548879697332053,0.000372454080332464,0.0069590104483171,0,0.00049007115833219,0.0579264109148648,0,0.0129182757336365,0.000803716699664791,0,0.000196028463332876,0,0,0.00215631309666164,0,0,0,0,0,0,0.00544959128065395,3.92056926665752e-05,0,0.0266990767059377,0,0.0297963264265971,0.00766471291631545
149,"alt_div",0.020058969870082,0.339039896802727,0.0766239749378052,0.101704597807058,0.20647747166682,0.000386989772413158,9.21404220031328e-05,0.00667096655302681,0,0.00300377775730213,0,0.00103197272643509,0,0,0.000386989772413158,0,0.000810835713627568,0,0,6.44982954021929e-05,0,0,0.000276421266009398,0.0256058232746706,0.00469916152215977,0,0.00101354464203446,0,0.000783193587026629,0,0,0.0528056758499954,0,0.000543628489818483,0,0,0,0,0.000644982954021929,0.0164562793697595,0.000322491477010965,0.000202708928406892,0.000423845941214411,0,0,0,0.00192573481986547,0.00730673546484843,0.00164931355385608,0.000488344236616604,0,0.00453330876255413,0,0.000386989772413158,0.0331705519211278,0,0.0188335022574403,0.00457016493135539,0.000202708928406892,0,0.000248779139408458,0,0.00415553303234129,0,0,0,0,0,0,0.0020823735372708,0,0,0.0313738136920667,0.00047913019441629,0.0196811941398692,0.00878098221689855
166,"div",0.0153100205700852,0.422186306200411,0.0645312959153688,0.0488686453129592,0.159741404642962,0,0.00017631501616221,0.036115192477226,0,0.00320305612694681,0,0.00111666176902733,0,0,0.000323244196297385,0,0,0,0,0,0,0,0,0.0538936232735821,0.00549515133705554,0,0.00105789009697326,0,0.000822803408756979,0,0,0.0256832206876286,0,0,0,0,0,0,0.00108727593300029,0.0192771084337349,0,0,0.000264472524243315,0,0,0,0.000852189244784014,0.0115780193946518,0,0,0,0.00681751395827211,0,0,0.0372318542462533,0,0.0116661769027329,0.00349691448721716,0,0.00017631501616221,0,0,0.00170437848956803,0,0,0,8.81575080811049e-05,0,0,0.00669997061416397,0,0,0.0241551572142227,0,0.0290332059947105,0.00734645900675874
175,"alt_div",0.0130047010236809,0.415711084750231,0.0789508369579544,0.0500417380607179,0.160669566363517,0,0,0.0326435569614692,0,0.00140591362418171,0,0.000571152409823821,0,0,0.000219674003778393,0,0,0,0,0,0,0,0,0.0450331707745705,0.00659022011335179,0,0.00105443521813629,0,0,0,0,0.0245156188216686,0,0,0,0,0,0,0,0.016124071877334,0,0,0,0,0,0,0.0043056104740565,0.00834761214357893,0,0,0,0.00773252493299943,0,0,0.0396731250823778,0,0.0129607662229252,0.00412987127103379,0,0,0,0,0.00193313123324986,0,0,0,0,0,0,0.00724924212468696,0,0,0.0240762708141119,0,0.0342252097886736,0.00883089495189139
271,"alt_div",0.01381188734809,0.37785673796126,0.0819864784526262,0.112292441482669,0.216040592293548,0,0,0.0107840561876979,0,0.00107840561876979,0,0.00352555683059354,0,0,0,0,0.000871019922852521,0,0,0.000138257130611511,0.00037329425265108,0,0,0.0260061662680253,0.00573767092037772,0,0.00098162562734173,0,0.000193559982856116,0,0,0.0275961232700577,0,0,0,0,0,0,0.00174203984570504,0.0193698239986727,0.000110605704489209,0.000165908556733814,0,0,0,0.000290339974284174,0.000553028522446045,0.00940148488158277,0,0,0,0.00521229382405398,0,0.000331817113467627,0.0233931064994677,0,0.0146690815578813,0.00132726845387051,0,0.000414771391834534,0,0,0.00436892532732376,0,0,0,0.000400945678773383,0,0,0.00474221957997484,0,0,0.0126920045901367,0.00024886283510072,0.0164525985427698,0.00483899957140289
274,"alt_div",0.0217556322596354,0.301384970137924,0.0960312799873963,0.0600392432076309,0.241804041763939,0.000802050958880566,0.000257802093925896,0.0177453774652325,0,0.00746193838529955,0.000186190401168703,0.0023345411838845,0,0,0.000601538219160424,0,0.00187622635023847,0.000200512739720141,0,0,0,0,0.000887984990189198,0.0423941221122585,0.00650234170235316,0,0.000572893542057547,0,0.000300769109580212,0.000229157416823019,0.000988241360049269,0.0463470875524556,0,0,0,0,0,0,0.000716116927571934,0.0121883101072743,0,0,0,0,0.00075908394322625,0,0,0.0108992996376448,0.00289311238739061,0,0,0.00355193996075679,0,0,0.0440125463685711,0,0.0163274659486401,0.00224860715257587,0,0.000200512739720141,0,0,0.00186190401168703,0.000644505234814741,0,0,0,0,0,0.00201944973575285,0,0,0.0206384898526231,0,0.0213689291187465,0.00896578393320061
295,"div",0.0182302279457712,0.355023048152073,0.0688637125184521,0.1126868983255,0.233714601389229,0,0.000262631202398095,0.00647521757636681,0,0.00105958105795093,0,0.00166634969797412,0,0.000172068718812545,0,0,0,0,0.00012678747701977,9.96187319441048e-05,0,0,0,0.0303203195044421,0.00402097427119841,0,0.000733556117042954,0,0.000815062352269949,0,0,0.0207659774861666,0,0,0,0,0,0,0.00115919978989504,0.0211372836688673,9.05624835855499e-05,0,0,0,0,0.000452812417927749,0.00203765588067487,0.0116282228923846,0,0,0,0.00460057416614593,0,0.00025357495403954,0.0309542568895409,0.000172068718812545,0.0148703598047473,0.00273498700428361,0,0,0.000307912444190869,0,0.00373117432372465,0,0,0,0.000416587424493529,0,0,0.00539752402169877,0,0,0.0162106845618134,0,0.0214451961130582,0.0073627299155052
319,"div",0.01450206749592,0.40511927210614,0.068705130264927,0.0369358780304247,0.223264191308907,0,0,0.0337902400662952,0,0.00186877954320601,0,0.000989353875814948,0,9.30161763586704e-05,0,0,0.00141215467744527,0,0,0,0,0,0,0.0310420348556981,0.00241842058532543,0,0.000312872593206437,0,0.000651113234510693,0,0,0.0241503817891239,0,0,0,0,0,0,0.000473536897825958,0.0112803253874969,0,0,8.4560160326064e-05,0,0.000202944384782554,0,0.00275666122662969,0.00601222739918315,0.000955529811684523,0,0,0.00816851148749778,0,0,0.0360733643950989,0.000152208288586915,0.0128869684336922,0.000786409491032395,0,0,0,0,0.00126840240489096,0,0,0.000177576336684734,0,0,0,0.00432948020869448,0,0,0.0287758225589596,0,0.0318453563787957,0.00851520814483464
373,"alt_div",0.0185486254803429,0.378633362892896,0.0679130948861957,0.0514829047196768,0.231352842644596,0,0,0.0216277465760173,0,0.00184747265740467,0,0.00152724406345453,0,0,0,0,0.00261109468913193,0,0,0,0,0,0.000468026406542517,0.0326633165829146,0.00275889250172431,0,0.000344861562715538,0,0.00100995171938122,0,0,0.0405704995566066,0,0,0,0,0,0,0.000763622031727264,0.0109863040693664,0,0,0,0,0.000443393437777121,0,0.00253719578283575,0.0108138732880087,0.00332545078332841,0,0,0.00332545078332841,0,0,0.0258399842349,0,0.0175633067297271,0.00061582421913489,0,0,0,0,0.00133018031333136,0,0,0,0.000246329687653956,0,0,0.00174894078234309,0,0,0.0350034486156272,0,0.0264065425165041,0.00569021578480639
9996,"floresta",0.0144270000326403,0.399745405881777,0.059196396514019,0.0603192218559258,0.22330515389888,0,0,0.0241929692855045,0,0.00157326108953226,0,0.00297026471260241,0,7.18085974475308e-05,0.00013708914058165,0,0.000580996833893658,0,7.83366517609427e-05,0,0.00013708914058165,0,0.000110976923328002,0.0351731566406632,0.00349903711198877,0,0.000620165159774129,0,0.000620165159774129,0,0,0.0225740118157783,0,0,0,3.91683258804713e-05,0,0,0.0013186669713092,0.0190162222149688,5.22244345072951e-05,0.00020889773802918,0,0,0.000110976923328002,0,0.00338153213434736,0.00567287919835493,0.000620165159774129,0.000339458824297418,0,0.00754643078630414,0,0.000404739367431537,0.0252962104644711,0.000202369683715769,0.0130495805725104,0.00114893755916049,0,0.000476547964879068,0,0,0.00250024480203675,0,0,0,0.000365571041551066,0,0,0.00605150634853282,0,0,0.0240493520906094,0,0.0292130430525182,0.00960276789502889
9997,"floresta",0.0210045950845243,0.376607225665023,0.0632772648707896,0.0382572404198811,0.244540702331268,0,0.000800978036339109,0.00746174275958012,0,0.00581762994814721,0,0.00261371780279078,0,0,0.000432106572235572,0,0.000790438851650436,0,0,0,0,0,0,0.0493971586358079,0.00523797479027022,0,0.000906369883225834,0,0.00196028835209308,0,0,0.0216158677964673,0,0,0,0,0,0,0.000843134775093799,0.0169364697946967,0,0,0.000242401247839467,0,0.000600733527254332,0,0.00299312845158299,0.0192129336874499,0.000548037603810969,0,0,0.00348847013195059,0,0,0.0350322499051473,0,0.0219636608911935,0.00105391846886725,0,0,0.000453184941612917,0,0.00232915981619662,0,0,0,0.000158087770330087,0,0,0.00213945449180051,0,0,0.0253151216221913,0.000274018801905485,0.0180747017410733,0.00761983052991021
9998,"floresta",0.0190008085450445,0.348206306651347,0.0745492716002099,0.0643715335404343,0.24550690100288,0.000134757507411663,0,0.0213200561726031,0,0.00331219768217087,0,0.00126955756982567,0,0,0.000177312509752188,0,0.0001134800062414,0,0,0,0,0,0.000212775011702626,0.0439593174177625,0.00434061023873356,0,0.000985857554222165,0,0.000844007546420415,0,0,0.0225612437408684,0,0.000432642523795339,0,0,0,0,0.00108515255968339,0.00864575797551669,0,0.000106387505851313,0.000368810020284551,0,0,0,0.00207101011390556,0.0131849582251727,0.000546122530036739,0.000177312509752188,0,0.00678043037292367,1.4185000780175e-05,0,0.0253344113933926,0,0.017341163453764,0.00398598521922919,0,0.000375902520674639,0.000234052512872888,0,0.00433351773834348,0,0,0,0.000439735024185426,0,0,0.00544704029958722,0,0,0.0206037136332042,0.000297885016383676,0.027880619033434,0.00944721051959658
9999,"floresta",0.0313742278759709,0.268790899639166,0.0943673169836707,0.0889446109310338,0.249271196460971,0.000591197276415306,0.0002140541862883,0.00320061973783459,0,0.00383258924020957,0,0.000713513954294335,0,0,0.000315984751187491,0,0.00043830142906652,4.07722259596763e-05,0.000101930564899191,0,0.000203861129798381,0,0.000397529203106844,0.0275110594662916,0.00531058243124783,0,0.000846023688663283,0,0.000896988971112878,0,0,0.0289482804313702,0,0.000601390332905225,0,0,0,0.000132509734368948,0.000489266711516115,0.0119156830367154,0,0,0,0,0,0,0.0024055613316209,0.00943877030966506,0.001763398772756,0.000509652824495953,0,0.00396509897457852,0,0.0019264876765947,0.0779157238089414,0.000122316677879029,0.0217621756059772,0.00341467392412289,0.000163088903838705,0,0.000203861129798381,0,0.00404664342649787,0,0,0,0,0,0,0.00179397794222576,0,0,0.0271543024891444,0.00043830142906652,0.017002018225185,0.0065235561535482
